,,,,,Coppa Front Bar,,Coppa Cellar,,Coppa Corridor,,Coppa Cage,,Sub Totals,,Events Front Bar,,Events Cellar,,Events Cage,,Events Back Room,,Events Pantry,,Events Blue Cupboard,,Sub Totals,,Cafe Front Bar,,Room 1,,Sub Totals,,Lobster Front Bar,,Lobster Shed,,Sub Totals,,Totals,
Stock Type,Category,Sub Category,Pack Volume,Brand ,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles,Fulls,Singles
3627310,Spirits,Gin,1 x 70 cl [1],Mirabeau Dry Gin - 43% - Rose,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2593928,Spirits,Gin,1 x 50cl [1],Monkey 47 Dry Gin - 47%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2392250,Spirits,Whisky,1 x 70 cl  [1],Monkey Shoulder Whisky,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4294957,Spirits,Bitters,1 x 11.8 cl [1],Ms Better's Bitters - Miraculous Foamer - 40%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
329509,Spirits,Liqueurs & Other,1 x 70 cl [1],Nectarine Liqueur,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
362213,Spirits,Gin,1 x 70 cl [1],Nordes - Gin - 40.00%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2181328,Spirits,Tequila,1 x 70 cl [1],Olmeca Altos Plata - 38%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4868151,Spirits,Tequila,1 x 70 cl [1],Olmeca Altos Reposado - 38%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1329292,Spirits,Liqueurs & Other,1 x 70 cl [1],Passoa Passoa - 17.00%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
227592,Spirits,Tequila,1 x 70 cl [1],Patron Anejo - Tequila,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7750548,Spirits,Tequila,1 x 70 cl [1],Patron Reposado - Tequila,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8582365,Spirits,Tequila,1 x 70 cl [1],Patron Tequila Silver,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8582375,Spirits,Liqueurs & Other,1 x 70cl [1],Pimms No.1 Cup - 25.00%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4641149,Spirits,Gin,1 x 70cl [1],Plymouth Gin - 41.2%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8012448,Spirits,Gin,70 cl [1],Puerto De Indias Strawberry Gin,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
9337524,Spirits,Brandy,1 x 70 cl [1],Rémy Martin Remy Martin VSOP - Cognac - 40%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6622296,Spirits,Martini/Vermouth,1 x 75 cl [1],Riserva Speciale Rubino - Martini,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8141849,Spirits,Rum,1 x 70 cl [1],Ron Santiago Anejo Rum - 8YO,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3058354,Spirits,Rum,1 x 70cl [1],Sailor Jerry Rum,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4044991,Spirits,Gin,1 x 70 cl [1],Salcombe - Gin - 44%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
9337543,Spirits,Liqueurs & Other,1 x 70 cl [1],Saliza Tosolini - Amaretto,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8582556,Spirits,Rum,1 x 70 cl [1],Santiago de Cuba Extra Anejo - 11YO,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4821141,Spirits,Bourbon / American Whiskey,1 x 70 cl [1],Sazerac Straight Rye - Whiskey - 45%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
,Spirits,Gin,1 x 70 cl [1],Silent Pool - Gin - 40%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8582568,Spirits,Whisky,1 x 70cl [1],Singleton of Dufftown Whisky - 12YO - 40%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6612366,Spirits,Gin,1 x 70 cl [1],Sipsmith Gin - 41.6%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8582601,Spirits,Gin,1 x 70 cl [1],Slingsby Gin - 40% - Gooseberry,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
9337542,Spirits,Vodka,1 x 70 cl [1],Smirnoff Black - Vodka,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
226299,Spirits,Liqueurs & Other,1 x 70cl [1],St Germain Elderflower Liqueur - 20%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7298076,Spirits,Whisky,1 x 70cl [1],Talisker Whisky - 10YO - 45.80%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7298099,Spirits,Gin,1 x 70 cl [1],Tanqueray Flor De Sevilla,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7298078,Spirits,Gin,1 x 70cl [1],Tanqueray Gin - 0%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
839700,Spirits,Gin,1 x 70cl [1],Tanqueray Gin - 43.10%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
492176,Spirits,Gin,6 x 70 cl [6],Tanqueray Gin - Blackcurrant Royale,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
252554,Spirits,Gin,1 x 1 ltr [1],Tanqueray No. Ten - Gin - 47.3%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
674672,Spirits,Gin,6 x 70cl  [6],Tanqueray Rangpur - Gin - ..,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2325620,Spirits,Tequila,2 x 70 cl [1],Tequila Rose,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2322706,Spirits,Vodka,1 x 70 cl [1],titos,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8114191,Spirits,Tequila,1 x 70 cl [1],Verde Momento Mezcal - 42%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
391255,Spirits,Gin,1 x 70 cl [1],Warner Edwards Harrington - Gin - Rhubarb,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
378816,Spirits,Bourbon / American Whiskey,1 x 70cl [1],Woodford Reserve - Whiskey - 43.2%,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3583992,Spirits,Vodka,1 x 70 cl [1],"Yering Station, Little Yering, Pinot Noir",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2959447,Sundries,Topping,6 x 500g [6],Core. Cream Aerosol,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2325676,Sundries,Topping,6 x 500 g [6],Cream Aerosol - UHT,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
434766,Sundries,Topping,8 x 750 g [8],Lotus Biscoff Crumb Topping,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
378818,Sundries,Topping,1 x 1kg [1],"Marshmallows - Info- Mini, White",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
382630,Wines,Red Wine,6 x 75 cl [6],2019 Corino Giovanni di Corino Giuliano Barolo `Arborina`,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2960601,Wines,Red Wine,6 x 75 cl [6],2019 Mitolo `Jester` McLaren Vale Shiraz,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1031124,Wines,Red Wine,12 x 75 cl [12],Andeluna 1300 Malbec,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
,Wines,Red Wine,6 x 75 cl [6],Barolo  - Patres,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1371540,Wines,Red Wine,6 x 75cl [6],Beaujolais Villages  - Domaine de Colonat,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7988120,Wines,Red Wine,1 x 75 cl [1],Bourgogne Pinot Noir - Sylvain Debord,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
936502,Wines,Red Wine,6 x 75 cl [6],Campules 'El Moreno' NV - Bodegas la Purisima,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7124512,Wines,Red Wine,1x75cl [1],Chateau du Gravillon  - St Emilion,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
,Wines,Red Wine,1 x 75 cl [1],Chateauneuf Du Pape Rouge 'Les Vallons de la Solitude' (organic),,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2575241,Wines,Red Wine,1 x 75CL [1],Chianti Classico Riserva PetriVicchiomaggio,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2485346,Wines,Red Wine,6 x 75 cl [6],Chianti Riserva  -Bonacchi,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2592586,Wines,Red Wine,6 x 75 cl [6],Cintila Red- Pegoes,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2576031,Wines,Red Wine,6 x 75cl [6],Cotes Du Rhone Parallele 45 Rouge  - Paul Jaboulet Aine (organic),,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
732201,Wines,Red Wine,6 x 75 cl [6],Dom des Pourthie Merlot,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
731249,Wines,Red Wine,6 x 75cl [6],Foundstone Merlot -Berton Vineyards,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
731251,Wines,Red Wine,6 x 75 cl [6],Hazy View Pinotage,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
731252,Wines,Red Wine,6 x 75 cl [6],Hugonell Rioja Reserva,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1294675,Wines,Red Wine,6 x 75 cl [6],Le Campuget Rouge Syrah Viognier- Vdp Du Gard,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3726008,Wines,Red Wine,6 x 75 cl [6],Montepulciano D'Abruzzo  - Feudi D'Albe,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1294683,Wines,Red Wine,6 x 75cl [6],"Mount Langi Ghiran, Victoria, Billi Billi Shiraz",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
9362050,Wines,Red Wine,6 x 75cl [6],Picpus Malbec-Syrah IGP Comte Tolosan  - St Didier Parnac,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2250833,Wines,Red Wine,6 x 75 cl [6],Primitivo Di Manduria -Talo,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6822479,Wines,Red Wine,6 x 75cl [6],Primitivo IGP Salento -Il Pumo,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3424588,Wines,Red Wine,1 x 75CL [1],Raymond Collection Cabernet Sauvignon,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
,Wines,Red Wine,1 x 75 cl [1],Rockburn Devils Staircase Pinot Noir,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
672867,Wines,Red Wine,6 x 75 cl [6],Sanvigilio Merlot,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
672866,Wines,Red Wine,6 x 75 cl [6],St Amour Paradis Amoureux,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
509450,Wines,Red Wine,6 x 75 cl [6],"Tabalí DOM Cabernet Sauvignon, Maipo",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
672864,Wines,Red Wine,6 x 75 cl [6],Gran Reserva Pinot Noir,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
936510,Wines,Red Wine,1 X 75 cl [1],"Zinfandel, Dry Creek Valley, Peterson Winery",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
672857,Wines,Rosé Wine,12 x 75 cl [12],2023 Monrouby Grenache Rose IGP Pays d&#39;Oc,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
328801,Wines,Rosé Wine,6 x 75 cl [6],Anemone alghero rosato,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
362216,Wines,Rosé Wine,6 x 75 cl [6],"Aumerade Style Rose, Côtes de Provence",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2026422,Wines,Rosé Wine,6 x 75cl [6],Chateau Minuty M - Cotes de Provence Rose,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
,Wines,Rosé Wine,6 x 75cl [6],Chateau Leoube Rose,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8366223,Wines,Rosé Wine,6 x 75 cl [6],Cintila Rose - Pegoes,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3003475,Wines,Rosé Wine,6 x 75 cl [6],Domaine de l'Amour Rose 23 La Vidaubanaise 6/75,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3988926,Wines,Rosé Wine,6 x 75 cl [6],"Mirabeau Classic, Cotes de Provence Rose",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
192300,Wines,Rosé Wine,12 x 75 cl [12],Notorious Pink Rose,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
329508,Wines,Rosé Wine,6 x 75 cl [6],Novita Pinot Grigio Blush,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2140211,Wines,Rosé Wine,3 x 1.5 ltr [3],Whispering Angel Rose 21 Chateau D'Esclans 3/150,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7032776,Wines,Rosé Wine,6 x 75 cl [6],Whispering Angel Rose 23 Chateau D'Esclans 6/75,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
252540,Wines,Sparkling Wine,6 x 75 cl [6],2019 Rathfinny Wine Estate Classic Cuvee Brut,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2291755,Wines,Sparkling Wine,6 x 75 cl [6],Chapel Down Brut Reserve,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2087274,Wines,Sparkling Wine,6 x 75 cl [6],Chapel Down Rose Reserve,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
5465183,Wines,Sparkling Wine,6 x 75cl [6],Classic Cuvee MV NV Nyetimber 6/75,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
391586,Wines,Sparkling Wine,3 x 150 cl [3],Classic Cuvee MV Nyetimber Magnum 3/150,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
1939799,Wines,Sparkling Wine,6 x 75cl [6],Levin 0% Blanc de Blancs - Villa Noria (Organic),,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
299594,Wines,Sparkling Wine,24 x 250 ml [24],Lyre's Sparkling - Low Alcohol - Classico,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
630099,Wines,Sparkling Wine,6 x 75 cl [6],N.V. Prosecco Doc Extra Dry -Canal Grando,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
369877,Wines,Sparkling Wine,6 x 75 cl [6],NV Piper-Heidsieck Rosé Sauvage,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3156821,Wines,Sparkling Wine,6 x 75 cl [6],Rose MV NV Nyetimber 6/75,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
674349,Wines,Sparkling Wine,6 x 75 cl [6],Sacchetto SF Prosecco DOC Rose Brut,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
362167,Wines,Sparkling Wine,1 x 1 x 75 CL [1],Sea Change (Alc. Free) Sparkling Brut 0.0% - 75cl Single,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
252549,Wines,Sparkling Wine,6 x 75 cl [6],Taittinger Brut Reserve N.V.,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2181521,Wines,Sparkling Wine,1 x 75cl [1],Veuve Clicquot N.V.,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4990036,Wines,White Wine,6 x 75cl [6],"2022 `Maximin` Mosel Riesling, Maximin Gru¨nhaus, Maximin, Germany",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
252535,Wines,White Wine,6 x 75 cl [6],2022 Azevedo Vinho Verde Loureiro/Alvarinho,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4847725,Wines,White Wine,6 x 75 cl [6],2022 Bodegas Gallegas Sentidino Ri´as Baixas Albarino,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
2199484,Wines,White Wine,6 x 75 cl [6],2022 La Giustiniana `Lugarara` Gavi di Gavi,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6836159,Wines,White Wine,6 x 75 cl [6],2022 Laroche Chablis 1er Cru `LEssence des Climats`,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
3581638,Wines,White Wine,1 x 75 cl [1],Chablis Er Cru Montmains - Domaine Jean Goulley - Domaine Jean Goulley,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
4534996,Wines,White Wine,1 x 75cl [1],"Chardonnay, Kidnappers Vineyard, Craggy Range",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
994808,Wines,White Wine,1 x 75cl [1],"Chardonnay, Monterey, Old Stage,",,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
388479,Wines,White Wine,6 x 75 cl [6],Chevanceau Blanc Vermentino- Vin de France,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7227646,Wines,White Wine,6 x 75 cl [6],Cintila White - Pegoes,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6951934,Wines,White Wine,6 x 75cl [6],Cotes Du Rhone Parallele 45 Blanc  - Paul Jaboulet Aine (organic) (white),,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6823498,Wines,White Wine,6 x 75 cl [6],Gavi Di Gavi  -Fossilli,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6766806,Wines,White Wine,6 x 75 cl [6],Heritage Viognier- Les Collines du Bourdic,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
7818854,Wines,White Wine,6 x 75cl [6],Jim Barry Watervale Riesling,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
815485,Wines,White Wine,6 x 75cl [6],les Boules,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
9303479,Wines,White Wine,6 x 75cl [6],Macon-Villages Mont Pele  - Domaine des Chenevie`res,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
6751001,Wines,White Wine,6 x 75 cl [6],Mesta Organic Verdejo- Peninsula (organic),,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
8040482,Wines,White Wine,6x75cl [6],Nielson by Byron Santa Barb Chard 6X75,,,,,,,,,0.00,0.00,,,,,,,,,,,,,0.00,0.00,,,,,0.00,0.00,,,,,0.00,0.00,0.00,0.00
